OFFENSE,SHIFT,VOTING_PRECINCT,WARD,BLOCK,LATITUDE,LONGITUDE
THEFT/OTHER,DAY,Precinct 57,4,5500  - 5599 BLOCK OF 2ND STREET NW,38.957118185537404,-77.013660318348
THEFT F/AUTO,EVENING,Precinct 81,6,1200 - 1299 BLOCK OF E STREET NE,38.8961141883864,-76.9892793646211
THEFT F/AUTO,EVENING,Precinct 81,6,317 - 399 BLOCK OF 13TH STREET NE,38.8944835812725,-76.98831131633409
THEFT F/AUTO,EVENING,Precinct 129,2,700 - 799 BLOCK OF 6TH STREET NW,38.8990587183587,-77.0199089264845
THEFT F/AUTO,DAY,Precinct 51,4,6200  - 6299 BLOCK OF 30TH STREET NW,38.972039745562896,-77.05906094018259
THEFT F/AUTO,EVENING,Precinct 14,2,2100 - 2199 BLOCK OF P STREET NW,38.909635482078,-77.0477216383045
THEFT/OTHER,DAY,Precinct 3,2,1 - 999 BLOCK OF SNOWS COURT NW,38.9015555275028,-77.0523591991577
THEFT F/AUTO,DAY,Precinct 9,3,5018 - 5099 BLOCK OF WARREN STREET NW,38.943923259285704,-77.1010146037904
THEFT/OTHER,EVENING,Precinct 127,6,400 - 599 BLOCK OF N STREET SW,38.87464629264429,-77.01817350102729
THEFT/OTHER,DAY,Precinct 77,5,900 - 999 BLOCK OF BLADENSBURG ROAD NE,38.9022029472732,-76.9820154636605
THEFT F/AUTO,DAY,Precinct 114,8,2100 - 2199 BLOCK OF 14TH STREET SE,38.8646204835152,-76.98576973948269
THEFT F/AUTO,EVENING,Precinct 14,2,1900 - 1999 BLOCK OF SUNDERLAND PLACE NW,38.907898242133896,-77.044238575792
ROBBERY,EVENING,Precinct 125,8,4000 - 4399 BLOCK OF 3RD STREET SE,38.8286956714216,-77.0020845192832
THEFT F/AUTO,DAY,Precinct 93,7,4900 - 4999 BLOCK OF QUARLES STREET NE,38.908525586889894,-76.9305804475237
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 57,4,100  - 199 BLOCK OF KENNEDY STREET NW,38.9565868135287,-77.0126333927963
THEFT F/AUTO,DAY,Precinct 14,2,1400 - 1499 BLOCK OF NEW HAMPSHIRE AVENUE NW,38.9088531483897,-77.0441815199314
MOTOR VEHICLE THEFT,EVENING,Precinct 27,3,3000 - 3379 BLOCK OF ORDWAY STREET NW,38.9362836334437,-77.06343733256449
THEFT F/AUTO,EVENING,Precinct 24,1,2400 - 2479 BLOCK OF 16TH STREET NW,38.921845818969494,-77.0364979085974
THEFT F/AUTO,EVENING,Precinct 65,4,5600  - 5744 BLOCK OF 2ND STREET NE,38.958875536006,-77.0036920689482
THEFT F/AUTO,EVENING,Precinct 46,4,4200  - 4299 BLOCK OF 9TH STREET NW,38.942414784324,-77.0251002723311
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 105,7,5300 - 5399 BLOCK OF E STREET SE,38.8818397497847,-76.9256274969808
THEFT/OTHER,EVENING,Precinct 39,1,3100 - 3299 BLOCK OF 14TH STREET NW,38.9295130123787,-77.0327305534988
THEFT/OTHER,EVENING,Precinct 129,2,700 - 799 BLOCK OF 12TH STREET NW,38.8990570395245,-77.0280823069806
THEFT/OTHER,EVENING,Precinct 129,2,1000 - 1099 BLOCK OF F STREET NW,38.8973458172963,-77.02651385738599
THEFT/OTHER,EVENING,Precinct 129,2,1000 - 1099 BLOCK OF F STREET NW,38.8973458172963,-77.02651385738599
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 70,5,2000 - 2099 BLOCK OF RHODE ISLAND AVENUE NE,38.9293709026864,-76.97553863109292
THEFT F/AUTO,EVENING,Precinct 83,6,1300 - 1399 BLOCK OF 2ND STREET NE,38.9078254892411,-77.00351648457891
THEFT/OTHER,EVENING,Precinct 4,2,2400 - 2499 BLOCK OF N STREET NW,38.90723728291471,-77.05234330886469
THEFT F/AUTO,EVENING,Precinct 39,1,3300 - 3399 BLOCK OF 11TH STREET NW,38.931252813888,-77.0281295868194
THEFT F/AUTO,EVENING,Precinct 37,1,700 - 999 BLOCK OF HOBART PLACE NW,38.927470136945,-77.0245183800325
THEFT/OTHER,EVENING,Precinct 20,1,300 - 399 BLOCK OF ELM STREET NW,38.9174272275175,-77.0167660884831
THEFT F/AUTO,EVENING,Precinct 129,2,900 - 999 BLOCK OF F STREET NW,38.897337149317295,-77.02496913392551
THEFT/OTHER,EVENING,Precinct 6,2,3200 - 3275 BLOCK OF M STREET NW,38.905150551445,-77.06399762448541
BURGLARY,EVENING,Precinct 125,8,4000 - 4399 BLOCK OF 3RD STREET SE,38.8286956714216,-77.0020845192832
ROBBERY,EVENING,Precinct 106,7,4500 - 4599 BLOCK OF BOWEN ROAD SE,38.873728399632505,-76.93432501051859
THEFT F/AUTO,EVENING,Precinct 22,1,1800 - 1899 BLOCK OF 13TH STREET NW,38.9148302730323,-77.0296336168677
THEFT/OTHER,EVENING,Precinct 27,3,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,38.9348242806608,-77.05808053269729
THEFT F/AUTO,MIDNIGHT,Precinct 126,8,4300 4331  BLOCK OF 1ST STREET SE,38.826920881527,-77.00572364826209
THEFT F/AUTO,MIDNIGHT,Precinct 16,2,1500 - 1599 BLOCK OF KINGMAN PLACE NW,38.9103798258111,-77.0309000536323
THEFT F/AUTO,MIDNIGHT,Precinct 6,2,3400 - 3499 BLOCK OF N STREET NW,38.9067425265416,-77.0684147692478
THEFT F/AUTO,MIDNIGHT,Precinct 16,2,1416 - 1499 BLOCK OF S STREET NW,38.9140904264261,-77.03391111424109
THEFT F/AUTO,MIDNIGHT,Precinct 1,6,400 497  BLOCK OF L STREET NW,38.903725423900795,-77.0175583547787
THEFT F/AUTO,MIDNIGHT,Precinct 137,1,1800 - 1899 BLOCK OF 8TH STREET NW,38.9148227693736,-77.022945871964
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 81,6,1500 - 1599 BLOCK OF BENNING ROAD NE,38.899968943199205,-76.98246562621979
THEFT F/AUTO,MIDNIGHT,Precinct 129,2,1400 - 1499 BLOCK OF 9TH STREET NW,38.9091022683006,-77.0239701717707
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 1,6,1000 - 1099 BLOCK OF NEW JERSEY AVENUE NW,38.9031223508565,-77.0139497239741
BURGLARY,MIDNIGHT,Precinct 6,2,1300 - 1335 BLOCK OF WISCONSIN AVENUE NW,38.9072138708319,-77.06325006727259
THEFT F/AUTO,MIDNIGHT,Precinct 71,5,2100 - 2198 BLOCK OF BLADENSBURG ROAD NE,38.9189472733822,-76.97113726657079
THEFT/OTHER,MIDNIGHT,Precinct 17,2,1100 - 1199 BLOCK OF VERMONT AVENUE NW,38.9045239340876,-77.0326153266469
THEFT F/AUTO,MIDNIGHT,Precinct 72,5,2300 - 3699 BLOCK OF NEW YORK AVENUE NE,38.917134964511796,-76.9651418990886
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 102,7,3806 3843  BLOCK OF MINNESOTA AVENUE NE,38.8926722048696,-76.9509756294907
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 75,5,200 - 299 BLOCK OF RHODE ISLAND AVENUE NE,38.918977829800795,-77.0027790338082
ROBBERY,MIDNIGHT,Precinct 137,1,800 - 899 BLOCK OF T STREET NW,38.9155703579947,-77.0234649944424
THEFT/OTHER,MIDNIGHT,Precinct 31,3,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,38.9492452010988,-77.0803031975013
ROBBERY,MIDNIGHT,Precinct 16,2,1300 - 1399 BLOCK OF S STREET NW,38.914082283168796,-77.0307863530499
MOTOR VEHICLE THEFT,MIDNIGHT,Precinct 110,7,3820 - 3899 BLOCK OF ALABAMA AVENUE SE,38.8662684058685,-76.9504982886556
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 134,8,2300 2399  BLOCK OF AINGER PLACE SE,38.85748347881611,-76.9726483717148
HOMICIDE,MIDNIGHT,Precinct 19,5,1 - 99 BLOCK OF O STREET NW,38.908563738670296,-77.0106763882957
THEFT F/AUTO,MIDNIGHT,Precinct 83,6,1000 - 1099 BLOCK OF 1ST STREET NE,38.9031230351424,-77.0058911644598
THEFT F/AUTO,MIDNIGHT,Precinct 110,7,4052 - 4123 BLOCK OF SOUTHERN AVENUE SE,38.8657340730511,-76.9442072870117
THEFT/OTHER,EVENING,Precinct 95,7,934 - 1099 BLOCK OF EASTERN AVENUE NE,38.903476129183,-76.9229533236416
THEFT/OTHER,EVENING,Precinct 143,2,400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW,38.9005185027319,-77.01720018883701
THEFT F/AUTO,EVENING,Precinct 17,2,1600 - 1614 BLOCK OF RHODE ISLAND AVENUE NW,38.9069908284336,-77.0372743013814
THEFT F/AUTO,EVENING,Precinct 25,1,1850 - 1947 BLOCK OF BILTMORE STREET NW,38.9223201045714,-77.0454929570799
THEFT F/AUTO,EVENING,Precinct 72,5,1400 - 1499 BLOCK OF RHODE ISLAND AVENUE NE,38.9249673922177,-76.9846736673608
THEFT/OTHER,EVENING,Precinct 132,7,100 - 199 BLOCK OF 35TH STREET SE,38.8881790540405,-76.9560733345303
THEFT/OTHER,EVENING,Precinct 133,8,2300 2399  BLOCK OF MINNESOTA AVENUE SE,38.872464490964,-76.97273481980271
THEFT/OTHER,EVENING,Precinct 92,7,1600 - 1699 BLOCK OF OLIVE STREET NE,38.9107162117619,-76.933322438278
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 72,5,3000 - 3009 BLOCK OF 20TH STREET NE,38.9280648404178,-76.9762310429645
THEFT/OTHER,EVENING,Precinct 83,6,300 - 385 BLOCK OF FLORIDA AVENUE NE,38.907537266621,-77.0014065881474
THEFT/OTHER,EVENING,Precinct 43,1,3500 - 3532 BLOCK OF NEW HAMPSHIRE AVENUE NW,38.933108857479404,-77.0267116928443
THEFT/OTHER,EVENING,Precinct 102,7,3900 - 3919 BLOCK OF BENNING ROAD NE,38.8948602173515,-76.94859948891279
THEFT/OTHER,MIDNIGHT,Precinct 83,6,1100 - 1199 BLOCK OF 4TH STREET NE,38.9046816271741,-77.00057644747359
THEFT/OTHER,MIDNIGHT,Precinct 82,6,1200 - 1299 BLOCK OF WYLIE STREET NE,38.9007534942615,-76.9892786673888
BURGLARY,EVENING,Precinct 57,4,5000  - 5099 BLOCK OF 1ST STREET NW,38.951578300323206,-77.0118364842597
THEFT/OTHER,EVENING,Precinct 83,6,1100 - 1199 BLOCK OF 4TH STREET NE,38.9046816271741,-77.00057644747359
THEFT/OTHER,EVENING,Precinct 123,8,2732 - 2899 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,38.846829643194496,-76.99614093179979
THEFT/OTHER,EVENING,Precinct 69,5,1915 - 1999 BLOCK OF RANDOLPH STREET NE,38.9383073854435,-76.9767466756868
THEFT/OTHER,EVENING,Precinct 17,2,1600 - 1699 BLOCK OF K STREET NW,38.9025250378214,-77.0375258276125
THEFT/OTHER,EVENING,Precinct 83,6,400 - 499 BLOCK OF M STREET NE,38.905636513698,-77.0000461164152
THEFT/OTHER,EVENING,Precinct 141,2,1800 - 1823 BLOCK OF 14TH STREET NW,38.9144603174281,-77.0319626303845
THEFT/OTHER,EVENING,Precinct 129,2,600 - 699 BLOCK OF 13TH STREET NW,38.8978225125861,-77.029626551764
THEFT/OTHER,EVENING,Precinct 31,3,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,38.9599074542529,-77.0852995777749
THEFT/OTHER,DAY,Precinct 83,6,300 - 399 BLOCK OF H STREET NE,38.900204469011896,-77.0013142177505
THEFT F/AUTO,EVENING,Precinct 4,2,2300 - 2399 BLOCK OF N STREET NW,38.9072379798751,-77.0507637864389
MOTOR VEHICLE THEFT,EVENING,Precinct 128,6,300 - 399 BLOCK OF D STREET SW,38.8850692660878,-77.0163781340813
ROBBERY,EVENING,Precinct 72,5,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,38.921581102295704,-76.9937613602702
THEFT F/AUTO,EVENING,Precinct 14,2,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,38.9099274291219,-77.04360696372791
ROBBERY,EVENING,Precinct 113,7,2708 2799  BLOCK OF 31ST STREET SE,38.855895184301296,-76.96252195949529
THEFT/OTHER,EVENING,Precinct 131,6,400 - 499 BLOCK OF M STREET SE,38.876476411308495,-77.0000576219626
THEFT F/AUTO,MIDNIGHT,Precinct 83,6,300 - 399 BLOCK OF H STREET NE,38.900204469011896,-77.0013142177505
THEFT/OTHER,MIDNIGHT,Precinct 31,3,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,38.9599074542529,-77.0852995777749
MOTOR VEHICLE THEFT,MIDNIGHT,Precinct 73,5,1200 - 1299 BLOCK OF EVARTS STREET NE,38.9244544235343,-76.98919437897321
ROBBERY,EVENING,Precinct 25,1,1811 - 1852 BLOCK OF COLUMBIA ROAD NW,38.9216993028841,-77.0434629814879
ROBBERY,EVENING,Precinct 70,5,2000 - 2099 BLOCK OF RHODE ISLAND AVENUE NE,38.9293709026864,-76.97553863109292
THEFT/OTHER,EVENING,Precinct 37,1,2000 - 2099 BLOCK OF GEORGIA AVENUE NW,38.9170029871013,-77.0218972577432
THEFT/OTHER,EVENING,Precinct 102,7,4500 4509  BLOCK OF BENNING ROAD NE,38.8903598202657,-76.937859905231
THEFT/OTHER,EVENING,Precinct 41,1,1400 - 1599 BLOCK OF NEWTON STREET NW,38.9325662866708,-77.0346119088991
MOTOR VEHICLE THEFT,EVENING,Precinct 77,5,1100 - 1199 BLOCK OF NEAL STREET NE,38.905059561535204,-76.99011963793271
THEFT/OTHER,EVENING,Precinct 129,2,1100 - 1199 BLOCK OF F STREET NW,38.8973455744946,-77.0275628838548
THEFT/OTHER,EVENING,Precinct 66,5,5200 - 5299 BLOCK OF 3RD STREET NE,38.95341657711779,-77.00148825130908
THEFT F/AUTO,EVENING,Precinct 129,2,1300 - 1399 BLOCK OF 9TH STREET NW,38.9079041585041,-77.0239697691315
THEFT F/AUTO,EVENING,Precinct 129,2,1000 - 1099 BLOCK OF F STREET NW,38.8973458172963,-77.02651385738599
THEFT/OTHER,MIDNIGHT,Precinct 129,2,1100 - 1199 BLOCK OF F STREET NW,38.8973455744946,-77.0275628838548
THEFT F/AUTO,EVENING,Precinct 129,2,1100 - 1199 BLOCK OF 10TH STREET NW,38.9049039473617,-77.0259863334558
THEFT F/AUTO,MIDNIGHT,Precinct 129,2,700 - 799 BLOCK OF 8TH STREET NW,38.8991302291991,-77.02294082427521
ROBBERY,MIDNIGHT,Precinct 3,2,900 - 999 BLOCK OF 23RD STREET NW,38.901337784316205,-77.05012552501358
THEFT/OTHER,MIDNIGHT,Precinct 123,8,225 399  BLOCK OF NEWCOMB STREET SE,38.8485232331298,-77.0037554808345
THEFT/OTHER,MIDNIGHT,Precinct 115,8,2841 - 2999 BLOCK OF GAINESVILLE STREET SE,38.8550225586136,-76.9664395337438
THEFT/OTHER,MIDNIGHT,Precinct 54,4,5300  - 5399 BLOCK OF GEORGIA AVENUE NW,38.9546113772439,-77.02781576827509
THEFT/OTHER,MIDNIGHT,Precinct 36,1,2700 - 2799 BLOCK OF 13TH STREET NW,38.9252438763443,-77.02971867032329
ROBBERY,EVENING,Precinct 33,3,4300 - 4449 BLOCK OF CONNECTICUT AVENUE NW,38.94610200952339,-77.0646457773811
THEFT/OTHER,EVENING,Precinct 90,6,500 - 699 BLOCK OF 8TH STREET SE,38.8819894392387,-76.99498650191829
THEFT/OTHER,EVENING,Precinct 129,2,800 - 899 BLOCK OF 7TH STREET NW,38.9003375462289,-77.021915198495
ROBBERY,EVENING,Precinct 32,3,3800 - 3899 BLOCK OF FESSENDEN STREET NW,38.9546891538295,-77.0758791065122
ROBBERY,EVENING,Precinct 31,3,5000 - 5099 BLOCK OF WISCONSIN AVENUE NW,38.955323936573,-77.082952052113
THEFT/OTHER,EVENING,Precinct 31,3,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,38.9492452010988,-77.0803031975013
THEFT F/AUTO,EVENING,Precinct 5,2,P STREET NW OVER ROCK CREEK & POTOMAC PARKWAY NW,38.9096253356659,-77.050431122822
THEFT F/AUTO,EVENING,Precinct 36,1,1300 - 1399 BLOCK OF COLUMBIA ROAD NW,38.927576666588,-77.0311150934337
MOTOR VEHICLE THEFT,EVENING,Precinct 39,1,1400 - 1499 BLOCK OF PARK ROAD NW,38.9306297339488,-77.033815181807
THEFT/OTHER,EVENING,Precinct 91,6,1350 - 1399 BLOCK OF POTOMAC AVENUE SE,38.8798087686474,-76.98678090441979
THEFT/OTHER,EVENING,Precinct 17,2,1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW,38.9042332670755,-77.0403049553193
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 76,5,1700 - 1799 BLOCK OF WEST VIRGINIA AVENUE NE,38.909959724893106,-76.9863717732439
THEFT F/AUTO,MIDNIGHT,Precinct 5,2,1000 - 1027 BLOCK OF 31ST STREET NW,38.9030080953886,-77.0611365892451
ROBBERY,EVENING,Precinct 31,3,4612 - 4699 BLOCK OF 42ND STREET NW,38.9505051494903,-77.0820466080229
THEFT/OTHER,MIDNIGHT,Precinct 129,2,1000 - 1099 BLOCK OF L STREET NW,38.9041651434382,-77.0265163921603
THEFT/OTHER,MIDNIGHT,Precinct 83,6,1 - 99 BLOCK OF M STREET NE,38.9056362741086,-77.0074823883569
THEFT/OTHER,MIDNIGHT,Precinct 17,2,1600 - 1699 BLOCK OF K STREET NW,38.9025250378214,-77.0375258276125
THEFT/OTHER,MIDNIGHT,Precinct 143,2,400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW,38.9005185027319,-77.01720018883701
THEFT/OTHER,MIDNIGHT,Precinct 83,6,100 - 199 BLOCK OF M STREET NE,38.9056364280707,-77.00447329227529
MOTOR VEHICLE THEFT,MIDNIGHT,Precinct 141,2,1921 - 1999 BLOCK OF 14TH STREET NW,38.9166403370442,-77.03195207652459
THEFT F/AUTO,MIDNIGHT,Precinct 71,5,2100 - 2198 BLOCK OF BLADENSBURG ROAD NE,38.9189472733822,-76.97113726657079
THEFT/OTHER,MIDNIGHT,Precinct 66,5,5200 - 5299 BLOCK OF 3RD STREET NE,38.95341657711779,-77.00148825130908
THEFT/OTHER,MIDNIGHT,Precinct 77,5,900 - 999 BLOCK OF BLADENSBURG ROAD NE,38.9022029472732,-76.9820154636605
THEFT F/AUTO,MIDNIGHT,Precinct 22,1,1300 - 1399 BLOCK OF V STREET NW,38.9181090074051,-77.0307880913356
BURGLARY,MIDNIGHT,Precinct 2,2,2100 - 2199 BLOCK OF F STREET NW,38.8973480717005,-77.0477595296035
THEFT F/AUTO,MIDNIGHT,Precinct 24,1,2200 - 2260 BLOCK OF CHAMPLAIN STREET NW,38.9193491550012,-77.04061331268521
ROBBERY,MIDNIGHT,Precinct 116,8,3400 - 3683 BLOCK OF 22ND STREET SE,38.845655435953105,-76.97277961700941
ROBBERY,MIDNIGHT,Precinct 77,5,1200 - 1299 BLOCK OF NEAL STREET NE,38.9039602957631,-76.98753733161159
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 72,5,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,38.9172816475171,-76.97511613113191
MOTOR VEHICLE THEFT,MIDNIGHT,Precinct 135,5,2300 - 2399 BLOCK OF NORTH CAPITOL STREET,38.920770350033,-77.0090421193615
THEFT F/AUTO,MIDNIGHT,Precinct 18,6,1500 - 1599 BLOCK OF 10TH STREET NW,38.9102729188773,-77.0259998194442
ROBBERY,MIDNIGHT,Precinct 22,1,1900 - 1999 BLOCK OF 12TH STREET NW,38.9162809962147,-77.0280890890924
THEFT F/AUTO,MIDNIGHT,Precinct 137,1,1820 - 1899 BLOCK OF 9TH STREET NW,38.915191905023896,-77.0239722184768
THEFT/OTHER,MIDNIGHT,Precinct 17,2,1100 - 1199 BLOCK OF VERMONT AVENUE NW,38.9045239340876,-77.0326153266469
THEFT F/AUTO,MIDNIGHT,Precinct 105,7,220 - 299 BLOCK OF 54TH STREET SE,38.884739290018295,-76.9238264605723
THEFT F/AUTO,MIDNIGHT,Precinct 109,7,3200 - 3399 BLOCK OF POPE STREET SE,38.8732983016207,-76.9591247988434
THEFT F/AUTO,MIDNIGHT,Precinct 104,7,5000 - 5099 BLOCK OF KIMI GRAY COURT SE,38.8822576696285,-76.931401251604
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 129,2,1200 - 1299 BLOCK OF PENNSYLVANIA AVENUE NW,38.895228294345706,-77.0288646645371
THEFT/OTHER,MIDNIGHT,Precinct 3,2,900 - 915 BLOCK OF NEW HAMPSHIRE AVENUE NW,38.9009047255274,-77.05163543335749
THEFT F/AUTO,DAY,Precinct 134,8,2301 - 2399 BLOCK OF GOOD HOPE COURT SE,38.8618977094444,-76.97309603961791
THEFT F/AUTO,DAY,Precinct 132,7,700 - 799 BLOCK OF BAYLEY PLACE SE,38.879695848704294,-76.9639385479116
THEFT/OTHER,DAY,Precinct 16,2,1400 - 1499 BLOCK OF P STREET NW,38.9096495011476,-77.0332633366381
THEFT F/AUTO,DAY,Precinct 112,8,1900 2099  BLOCK OF S STREET SE,38.8682403004111,-76.976170306397
THEFT F/AUTO,DAY,Precinct 71,5,2200 - 2299 BLOCK OF 25TH PLACE NE,38.9210281450542,-76.9709288557083
THEFT F/AUTO,DAY,Precinct 108,7,3422 - 3699 BLOCK OF N STREET SE,38.8745940517376,-76.95514824565859
THEFT F/AUTO,DAY,Precinct 61,4,1400  - 1599 BLOCK OF WHITTIER PLACE NW,38.9714999506,-77.03489623332271
THEFT F/AUTO,DAY,Precinct 105,7,5415 - 5599 BLOCK OF BASS PLACE SE,38.884773921185705,-76.92170568802
THEFT F/AUTO,DAY,Precinct 16,2,1300 - 1399 BLOCK OF CORCORAN STREET NW,38.911866232319205,-77.03078539649309
THEFT F/AUTO,DAY,Precinct 125,8,600 - 898 BLOCK OF BRANDYWINE STREET SE,38.8300739230089,-76.99618790496879
THEFT/OTHER,DAY,Precinct 134,8,2406 - 2499 BLOCK OF 24TH STREET SE,38.8596906067861,-76.97292404631258
THEFT/OTHER,DAY,Precinct 129,2,1000 - 1099 BLOCK OF PENNSYLVANIA AVENUE NW,38.8945892525041,-77.0265358875347
THEFT/OTHER,DAY,Precinct 114,8,1649 1799  BLOCK OF GOOD HOPE ROAD SE,38.865871836126296,-76.9801694673327
THEFT/OTHER,EVENING,Precinct 83,6,1 - 99 BLOCK OF M STREET NE,38.9056362741086,-77.0074823883569
THEFT/OTHER,EVENING,Precinct 32,3,4000 - 4099 BLOCK OF BRANDYWINE STREET NW,38.949678095117996,-77.0795769025976
THEFT F/AUTO,DAY,Precinct 25,1,2027 - 2099 BLOCK OF ALLEN PLACE NW,38.9216163833991,-77.0481678599489
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 119,8,2600 2698  BLOCK OF WADE ROAD SE,38.8594504755572,-76.9968200263965
THEFT F/AUTO,DAY,Precinct 139,5,2400 BLOCK OF MARKET STREET NE,38.9205357239627,-76.9526631389814
THEFT/OTHER,DAY,Precinct 127,6,1500 - 1599 BLOCK OF SOUTH CAPITOL STREET,38.8714043302046,-77.00906905230809
THEFT F/AUTO,DAY,Precinct 102,7,3904 - 3999 BLOCK OF MINNESOTA AVENUE NE,38.8944733045499,-76.94962569752029
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 17,2,1000 - 1099 BLOCK OF 16TH STREET NW,38.9031264759502,-77.03654597402009
THEFT/OTHER,EVENING,Precinct 129,2,1200 - 1299 BLOCK OF I STREET NW,38.9013269574443,-77.0288556039216
THEFT F/AUTO,EVENING,Precinct 105,7,5300 - 5399 BLOCK OF C STREET SE,38.8845508896406,-76.92502533457541
BURGLARY,EVENING,Precinct 6,2,3600 - 3699 BLOCK OF O STREET NW,38.907686868865795,-77.0709867398401
THEFT/OTHER,EVENING,Precinct 41,1,3429 - 3464 BLOCK OF 14TH STREET NW,38.932819057547896,-77.032743604622
THEFT/OTHER,EVENING,Precinct 84,6,400 - 499 BLOCK OF 4TH STREET NE,38.895448059866396,-77.0005763728629
THEFT/OTHER,EVENING,Precinct 13,2,1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW,38.915401388307295,-77.04630722232
MOTOR VEHICLE THEFT,EVENING,Precinct 114,8,2200 2299  BLOCK OF GOOD HOPE ROAD SE,38.864393647418105,-76.97587200725309
THEFT/OTHER,EVENING,Precinct 108,7,3000 - 3199 BLOCK OF M STREET SE,38.8757590844674,-76.96362938186641
THEFT/OTHER,EVENING,Precinct 4,2,2200 - 2299 BLOCK OF M STREET NW,38.9052566974471,-77.0494711234499
ROBBERY,EVENING,Precinct 61,4,6400  - 6489 BLOCK OF GEORGIA AVENUE NW,38.968078809482705,-77.02742869175259
THEFT/OTHER,MIDNIGHT,Precinct 18,6,600 - 629 BLOCK OF R STREET NW,38.9125981709419,-77.0204661569215
THEFT/OTHER,EVENING,Precinct 111,7,2800 - 2821 BLOCK OF PENNSYLVANIA AVENUE SE,38.87211176992229,-76.96730729737808
THEFT/OTHER,EVENING,Precinct 76,5,1800 - 1899 BLOCK OF GALLAUDET STREET NE,38.9131757194874,-76.9865210529194
BURGLARY,EVENING,Precinct 121,8,1200 - 1221 BLOCK OF SOUTHERN AVENUE SE,38.8336314126369,-76.98538432133701
THEFT/OTHER,EVENING,Precinct 124,8,100 - 199 BLOCK OF ATLANTIC STREET SE,38.83107382923121,-77.00472199652509
THEFT/OTHER,EVENING,Precinct 77,5,1400 - 1499 BLOCK OF ORREN STREET NE,38.9043653072679,-76.98449363164958
THEFT/OTHER,EVENING,Precinct 4,2,2200 - 2299 BLOCK OF M STREET NW,38.9052566974471,-77.0494711234499
THEFT/OTHER,DAY,Precinct 137,1,1900 - 1999 BLOCK OF 7TH STREET NW,38.9159129746927,-77.0219199846024
THEFT/OTHER,DAY,Precinct 2,2,1900 - 1999 BLOCK OF PENNSYLVANIA AVENUE NW,38.9004483536036,-77.04418784260291
THEFT/OTHER,DAY,Precinct 39,1,3100 - 3299 BLOCK OF 14TH STREET NW,38.9295130123787,-77.0327305534988
THEFT F/AUTO,DAY,Precinct 113,7,2700 - 2798 BLOCK OF 30TH STREET SE,38.8561481960093,-76.9650219078146
THEFT/OTHER,EVENING,Precinct 103,7,4510 - 4549 BLOCK OF BENNING ROAD SE,38.889089319303295,-76.9372616373088
THEFT F/AUTO,DAY,Precinct 34,3,2500 - 2880 BLOCK OF PORTER STREET NW,38.9356209856479,-77.0556513234903
THEFT/OTHER,DAY,Precinct 21,6,900 - 999 BLOCK OF S STREET NW,38.9140836673391,-77.02498652731171
THEFT F/AUTO,DAY,Precinct 7,3,1700 - 1799 BLOCK OF SURREY LANE NW,38.91119217163,-77.083050614847
THEFT/OTHER,DAY,Precinct 35,1,1700 - 1733 BLOCK OF COLUMBIA ROAD NW,38.924655385054,-77.03965916383899
THEFT F/AUTO,DAY,Precinct 76,5,400 - 499 BLOCK OF MORSE STREET NE,38.90763636569179,-76.9994696463551
THEFT/OTHER,DAY,Precinct 129,2,800 - 899 BLOCK OF 14TH STREET NW,38.9007676290745,-77.0319680233991
MOTOR VEHICLE THEFT,DAY,Precinct 81,6,1200 - 1299 BLOCK OF MARYLAND AVENUE NE,38.89773569378929,-76.98927912093859
THEFT F/AUTO,DAY,Precinct 30,3,4319 - 4399 BLOCK OF ALBEMARLE STREET NW,38.9478992028397,-77.08560821534441
THEFT F/AUTO,EVENING,Precinct 89,6,300 - 339 BLOCK OF 8TH STREET SE,38.8853135321121,-76.99496321670541
