OFFENSE,SHIFT,VOTING_PRECINCT,WARD,BLOCK,LATITUDE,LONGITUDE
THEFT/OTHER,MIDNIGHT,Precinct 134,8,2421 2499  BLOCK OF WAGNER STREET SE,38.8593837951794,-76.970746574011
THEFT F/AUTO,MIDNIGHT,Precinct 80,7,1900 - 2099 BLOCK OF INDEPENDENCE AVENUE SE,38.887602109867295,-76.9760667891171
THEFT/OTHER,DAY,Precinct 79,5,2100 - 2199 BLOCK OF I STREET NE,38.903255196965496,-76.9730343260417
THEFT F/AUTO,DAY,Precinct 127,6,1200 - 1299 BLOCK OF CARROLLSBURG PLACE SW,38.875539117555704,-77.00991084740541
THEFT/OTHER,DAY,Precinct 131,6,1200 - 1299 BLOCK OF HALF STREET SE,38.875557316131896,-77.0074677101757
THEFT F/AUTO,DAY,Precinct 100,7,740 - 899 BLOCK OF KENILWORTH AVENUE NE,38.900867586318704,-76.9459205865101
BURGLARY,DAY,Precinct 99,7,4200 - 4399 BLOCK OF BROOKS STREET NE,38.893649460133,-76.9409117396943
THEFT F/AUTO,DAY,Precinct 89,6,400 - 499 BLOCK OF CONSTITUTION AVENUE NE,38.8920068645014,-77.0000461076049
THEFT/OTHER,DAY,Precinct 75,5,1 - 99 BLOCK OF Q STREET NE,38.9111043182981,-77.0078058016532
THEFT/OTHER,DAY,Precinct 17,2,1200 - 1299 BLOCK OF N STREET NW,38.9072364357503,-77.0288579946113
THEFT F/AUTO,DAY,Precinct 104,7,4800 - 4999 BLOCK OF F STREET SE,38.8827807805193,-76.9324726121778
THEFT F/AUTO,DAY,Precinct 127,6,1200 - 1299 BLOCK OF HOWISON PLACE SW,38.875547989202296,-77.0114090001831
MOTOR VEHICLE THEFT,DAY,Precinct 100,7,600 - 629 BLOCK OF KENILWORTH TERRACE NE,38.8984823320057,-76.9503375993889
MOTOR VEHICLE THEFT,DAY,Precinct 27,3,3500 - 3599 BLOCK OF QUEBEC STREET NW,38.9381445833821,-77.07003664441551
THEFT/OTHER,DAY,Precinct 72,5,2234 - 2399 BLOCK OF 15TH STREET NE,38.921210645680105,-76.9826910357889
THEFT F/AUTO,DAY,Precinct 37,1,500 - 599 BLOCK OF FLORIDA AVENUE NW,38.9152197679864,-77.019463742395
MOTOR VEHICLE THEFT,DAY,Precinct 131,6,900 - 999 BLOCK OF NEW JERSEY AVENUE SE,38.878845510802,-77.0050248019635
ROBBERY,DAY,Precinct 129,2,1300 - 1399 BLOCK OF 9TH STREET NW,38.9079041585041,-77.0239697691315
THEFT/OTHER,DAY,Precinct 25,1,2300 - 2399 BLOCK OF ASHMEAD PLACE NW,38.9196797830996,-77.0477052968888
THEFT F/AUTO,DAY,Precinct 32,3,4620 - 4699 BLOCK OF 40TH STREET NW,38.9503632861471,-77.078747050879
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 20,1,200 - 399 BLOCK OF BRYANT STREET NW,38.920508114806,-77.0164900566101
THEFT F/AUTO,MIDNIGHT,Precinct 16,2,1300 - 1399 BLOCK OF RIGGS STREET NW,38.9133435966137,-77.03079756454001
ROBBERY,EVENING,Precinct 124,8,3846 3999  BLOCK OF SOUTH CAPITOL STREET,38.832469944248,-77.00825789685442
THEFT/OTHER,DAY,Precinct 22,1,2000 - 2099 BLOCK OF 14TH STREET NW,38.917550178367,-77.0319524841605
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 25,1,1800 1899  BLOCK OF ADAMS MILL ROAD NW,38.9230057351029,-77.04285258633391
THEFT F/AUTO,EVENING,Precinct 62,4,1400  - 1498 BLOCK OF FLORAL STREET NW,38.9786886710818,-77.0343804123099
THEFT/OTHER,EVENING,Precinct 130,6,423 499  BLOCK OF NEW JERSEY AVENUE SE,38.8837189602867,-77.0067770306437
THEFT F/AUTO,EVENING,Precinct 74,5,2100 - 2399 BLOCK OF LINCOLN ROAD NE,38.9199866343861,-77.0061347174306
THEFT F/AUTO,MIDNIGHT,Precinct 17,2,1100 - 1199 BLOCK OF N STREET NW,38.907236747557604,-77.02756670607941
THEFT F/AUTO,EVENING,Precinct 76,5,400 - 499 BLOCK OF MORSE STREET NE,38.90763636569179,-76.9994696463551
THEFT F/AUTO,EVENING,Precinct 9,3,4600 - 4633 BLOCK OF MASSACHUSETTS AVENUE NW,38.9418953230252,-77.09136849225791
THEFT/OTHER,EVENING,Precinct 135,5,2300 - 2399 BLOCK OF 1ST STREET NW,38.920760879294704,-77.01215425260659
BURGLARY,EVENING,Precinct 129,2,900 - 999 BLOCK OF G STREET NW,38.8983100548369,-77.0249579465415
THEFT/OTHER,EVENING,Precinct 44,5,5200 - 5399 BLOCK OF 1ST PLACE NE,38.9551010423275,-77.0045917675899
THEFT F/AUTO,EVENING,Precinct 18,6,800 - 899 BLOCK OF Q STREET NW,38.911120239819205,-77.0234635303778
BURGLARY,EVENING,Precinct 112,8,1926 - 1935 BLOCK OF 18TH STREET SE,38.8660878366285,-76.9790171357853
THEFT/OTHER,EVENING,Precinct 137,1,1800 - 1899 BLOCK OF 7TH STREET NW,38.9148229663895,-77.0219196495899
THEFT F/AUTO,EVENING,Precinct 47,4,3800  - 3899 BLOCK OF ARGYLE TERRACE NW,38.9385174969548,-77.044315246945
THEFT F/AUTO,EVENING,Precinct 17,2,1700 - 1799 BLOCK OF N STREET NW,38.9072331184658,-77.0400991219122
THEFT/OTHER,EVENING,Precinct 80,7,1 - 99 BLOCK OF 22ND STREET NE,38.8901572149376,-76.9738230856053
THEFT/OTHER,EVENING,Precinct 17,2,1200 - 1299 BLOCK OF N STREET NW,38.9072364357503,-77.0288579946113
THEFT/OTHER,EVENING,Precinct 23,1,1300 - 1399 BLOCK OF BELMONT STREET NW,38.9210817549217,-77.03078937475979
THEFT F/AUTO,DAY,Precinct 106,7,1100 - 1199 BLOCK OF 44TH PLACE SE,38.877576301367995,-76.93670705565209
ROBBERY,EVENING,Precinct 120,8,1401 1413  BLOCK OF ALABAMA AVENUE SE,38.845621581012395,-76.9847598183445
THEFT F/AUTO,MIDNIGHT,Precinct 35,1,1610 - 1631 BLOCK OF COLUMBIA ROAD NW,38.9259353000493,-77.03743412504271
THEFT F/AUTO,EVENING,Precinct 5,2,3000 - 3099 BLOCK OF N STREET NW,38.9068281201049,-77.06020599025679
THEFT/OTHER,EVENING,Precinct 68,5,3800 - 3899 BLOCK OF 12TH STREET NE,38.9367058593345,-76.9907957659657
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 123,8,INTERSTATE 295 NORTHBOUND AND RAMP TO MALCOLM X AVENUE SE,38.8451539134016,-77.0072226237839
THEFT/OTHER,EVENING,Precinct 43,1,3648 - 3661 BLOCK OF PARK PLACE NW,38.9362181922231,-77.01922725974408
THEFT F/AUTO,MIDNIGHT,Precinct 1,6,1000 - 1089 BLOCK OF 5TH STREET NW,38.903112641673005,-77.0189301187792
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 82,6,1100 - 1199 BLOCK OF K STREET NE,38.902510260607706,-76.9908924071475
THEFT F/AUTO,EVENING,Precinct 39,1,1300 - 1399 BLOCK OF KENYON STREET NW,38.929648513306205,-77.031358190248
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 124,8,100 - 199 BLOCK OF BRANDYWINE PLACE SW,38.8305146973437,-77.01280687569329
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 103,7,400 - 499 BLOCK OF CHAPLIN STREET SE,38.8841641735534,-76.9419799534018
THEFT F/AUTO,MIDNIGHT,Precinct 99,7,4200 - 4399 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,38.9012525107093,-76.9408939133922
THEFT/OTHER,MIDNIGHT,Precinct 101,7,300 - 343 BLOCK OF 36TH STREET NE,38.8943312924406,-76.9548130730711
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 77,5,1200 - 1299 BLOCK OF HOLBROOK STREET NE,38.901960044575794,-76.984252055803
THEFT F/AUTO,MIDNIGHT,Precinct 21,6,600 - 627 BLOCK OF S STREET NW,38.9140845605687,-77.02038587016891
THEFT/OTHER,MIDNIGHT,Precinct 85,6,600 - 699 BLOCK OF C STREET NE,38.8935742900177,-76.9973141730032
THEFT F/AUTO,MIDNIGHT,Precinct 76,5,400 - 499 BLOCK OF MORSE STREET NE,38.90763636569179,-76.9994696463551
THEFT/OTHER,MIDNIGHT,Precinct 83,6,1300 - 1399 BLOCK OF 2ND STREET NE,38.9078254892411,-77.00351648457891
THEFT F/AUTO,MIDNIGHT,Precinct 76,5,500 - 599 BLOCK OF MORSE STREET NE,38.907176930236204,-76.99839741996091
THEFT F/AUTO,MIDNIGHT,Precinct 129,2,600 - 699 BLOCK OF I STREET NW,38.9008602147904,-77.02091239417041
THEFT F/AUTO,MIDNIGHT,Precinct 14,2,1900 - 1999 BLOCK OF SUNDERLAND PLACE NW,38.907898242133896,-77.044238575792
THEFT F/AUTO,MIDNIGHT,Precinct 66,5,5200 - 5299 BLOCK OF 4TH STREET NE,38.95420931288729,-77.0005422371275
THEFT F/AUTO,MIDNIGHT,Precinct 76,5,1300 - 1399 BLOCK OF OKIE STREET NE,38.9142116212605,-76.986036576557
THEFT F/AUTO,MIDNIGHT,Precinct 76,5,1300 - 1399 BLOCK OF OKIE STREET NE,38.9142116212605,-76.986036576557
THEFT F/AUTO,MIDNIGHT,Precinct 76,5,1300 - 1399 BLOCK OF OKIE STREET NE,38.9142116212605,-76.986036576557
THEFT/OTHER,EVENING,Precinct 98,7,4400 - 4499 BLOCK OF EADS STREET NE,38.8954588859021,-76.9384779466171
THEFT F/AUTO,EVENING,Precinct 37,1,2100 - 2299 BLOCK OF 8TH STREET NW,38.9193089155695,-77.0229588467108
BURGLARY,EVENING,Precinct 140,8,1800 - 1899 BLOCK OF Q STREET SE,38.8707360230219,-76.9781860795637
THEFT F/AUTO,EVENING,Precinct 10,3,3100 - 3199 BLOCK OF FOXHALL ROAD NW,38.9318783267166,-77.0910673224117
THEFT/OTHER,EVENING,Precinct 17,2,1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW,38.9042332670755,-77.0403049553193
THEFT/OTHER,EVENING,Precinct 43,1,700 - 799 BLOCK OF NEWTON PLACE NW,38.933514571615795,-77.0251778744345
THEFT F/AUTO,EVENING,Precinct 140,8,1800 - 1899 BLOCK OF Q STREET SE,38.8707360230219,-76.9781860795637
THEFT F/AUTO,EVENING,Precinct 10,3,4400 - 4499 BLOCK OF NEWARK STREET NW,38.934547471224796,-77.0875529273898
THEFT/OTHER,EVENING,Precinct 88,6,1 - 99 BLOCK OF 15TH STREET SE,38.8892311419472,-76.9836554898748
THEFT F/AUTO,EVENING,Precinct 32,3,5200 - 5299 BLOCK OF 43RD STREET NW,38.958512284259896,-77.0837633990953
THEFT/OTHER,EVENING,Precinct 87,6,1800 - 1899 BLOCK OF MASSACHUSETTS AVENUE SE,38.8848972194397,-76.9781932757987
THEFT/OTHER,EVENING,Precinct 17,2,1200 - 1217 BLOCK OF 18TH STREET NW,38.9060614764931,-77.0416894892086
THEFT/OTHER,EVENING,Precinct 84,6,600 - 699 BLOCK OF MORRIS PLACE NE,38.898123514408795,-76.99731400172459
THEFT/OTHER,EVENING,Precinct 43,1,600 - 699 BLOCK OF PRINCETON PLACE NW,38.9357315827089,-77.0201844480702
THEFT F/AUTO,EVENING,Precinct 85,6,100 - 199 BLOCK OF 12TH STREET NE,38.89118669561471,-76.99024835364321
THEFT F/AUTO,EVENING,Precinct 49,4,1200  - 1271 BLOCK OF QUINCY STREET NW,38.937603660438,-77.02815516105031
BURGLARY,EVENING,Precinct 47,4,3900  - 3999 BLOCK OF GEORGIA AVENUE NW,38.939207889752105,-77.0248338490429
THEFT/OTHER,DAY,Precinct 129,2,900 - 999 BLOCK OF PALMER ALLEY NW,38.900363965657,-77.02493560864541
THEFT/OTHER,EVENING,Precinct 54,4,1300  - 1399 BLOCK OF JEFFERSON STREET NW,38.955150920962296,-77.0315655406087
THEFT F/AUTO,EVENING,Precinct 33,3,4210 - 4299 BLOCK OF 39TH STREET NW,38.944373912768995,-77.0770447351894
ROBBERY,EVENING,Precinct 132,7,100 - 199 BLOCK OF 34TH STREET SE,38.888170582807,-76.9575256513697
THEFT F/AUTO,EVENING,Precinct 48,4,1400  - 1499 BLOCK OF CRITTENDEN STREET NW,38.947187032985795,-77.0336269267972
THEFT F/AUTO,EVENING,Precinct 114,8,1424 - 1455 BLOCK OF CEDAR STREET SE,38.862116139757,-76.985735672574
THEFT/OTHER,EVENING,Precinct 6,2,3400 - 3599 BLOCK OF WATER STREET NW,38.904165588716005,-77.06934613605941
THEFT/OTHER,EVENING,Precinct 102,7,3920 - 3999 BLOCK OF BENNING ROAD NE,38.894310142220895,-76.9473318849612
THEFT/OTHER,EVENING,Precinct 114,8,1537 1600  BLOCK OF GOOD HOPE ROAD SE,38.8662144649404,-76.982082146256
THEFT/OTHER,EVENING,Precinct 38,1,500 - 699 BLOCK OF IRVING STREET NW,38.9291102614069,-77.02140506110929
THEFT/OTHER,EVENING,Precinct 20,1,300 - 399 BLOCK OF ELM STREET NW,38.9174272275175,-77.0167660884831
THEFT F/AUTO,EVENING,Precinct 73,5,2900 - 2999 BLOCK OF 13TH STREET NE,38.9271838519645,-76.9882482931728
THEFT/OTHER,EVENING,Precinct 82,6,1211 - 1299 BLOCK OF FLORIDA AVENUE NE,38.902239847279,-76.9890017586706
THEFT/OTHER,EVENING,Precinct 126,8,2 - 199 BLOCK OF GALVESTON STREET SW,38.8235965573052,-77.0088902429937
THEFT/OTHER,EVENING,Precinct 137,1,1900 - 1999 BLOCK OF 7TH STREET NW,38.9159129746927,-77.0219199846024
THEFT F/AUTO,EVENING,Precinct 9,3,5000 - 5099 BLOCK OF SEDGWICK STREET NW,38.9390683012635,-77.1004194646537
THEFT/OTHER,MIDNIGHT,Precinct 81,6,1516 - 1699 BLOCK OF BENNING ROAD NE,38.8996082789733,-76.9803906515132
THEFT/OTHER,EVENING,Precinct 37,1,600 - 699 BLOCK OF U STREET NW,38.916453723946205,-77.0205479793206
THEFT/OTHER,EVENING,Precinct 39,1,3100 - 3299 BLOCK OF 14TH STREET NW,38.9295130123787,-77.0327305534988
MOTOR VEHICLE THEFT,EVENING,Precinct 140,8,1700 - 1799 BLOCK OF 13TH STREET SE,38.868530283931996,-76.9870595481437
THEFT F/AUTO,EVENING,Precinct 63,4,6900  - 6999 BLOCK OF WILLOW STREET NW,38.973540106997106,-77.0145982136536
THEFT/OTHER,EVENING,Precinct 129,2,1200 - 1299 BLOCK OF G STREET NW,38.898309157411795,-77.02885438321908
ROBBERY,EVENING,Precinct 90,6,800 - 999 BLOCK OF 11TH STREET SE,38.87883630414979,-76.9915408161267
THEFT F/AUTO,EVENING,Precinct 5,2,3100 - 3199 BLOCK OF N STREET NW,38.9068000870362,-77.06213135877209
THEFT F/AUTO,EVENING,Precinct 18,6,1500 - 1599 BLOCK OF 9TH STREET NW,38.9103814529079,-77.0239706016711
THEFT/OTHER,EVENING,Precinct 11,3,3700 - 3729 BLOCK OF BENTON STREET NW,38.9206749366335,-77.0741362468666
THEFT/OTHER,EVENING,Precinct 17,2,1900 - 1999 BLOCK OF K STREET NW,38.9025255941084,-77.04417875364159
THEFT/OTHER,MIDNIGHT,Precinct 114,8,2300 - 2399 BLOCK OF GOOD HOPE ROAD SE,38.863528433860296,-76.9739826421821
THEFT F/AUTO,EVENING,Precinct 16,2,1300 - 1399 BLOCK OF CORCORAN STREET NW,38.911866232319205,-77.03078539649309
THEFT/OTHER,MIDNIGHT,Precinct 106,7,1200 - 1299 BLOCK OF 45TH PLACE SE,38.875692546177504,-76.9348878920053
THEFT/OTHER,EVENING,Precinct 84,6,500 - 517 BLOCK OF 7TH STREET NE,38.8964118936516,-76.99617283248179
THEFT/OTHER,MIDNIGHT,Precinct 128,6,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,38.8765259634546,-77.0090979380056
THEFT F/AUTO,EVENING,Precinct 63,4,500  - 599 BLOCK OF DAHLIA STREET NW,38.9758002960453,-77.0204496879009
THEFT F/AUTO,EVENING,Precinct 16,2,1400 - 1499 BLOCK OF Q STREET NW,38.9111178607248,-77.0332640214421
ROBBERY,MIDNIGHT,Precinct 75,5,500 - 699 BLOCK OF W STREET NE,38.9195633935687,-76.9984317356796
HOMICIDE,MIDNIGHT,Precinct 126,8,20 - 199 BLOCK OF FORRESTER STREET SW,38.825190952564604,-77.01016873036
HOMICIDE,MIDNIGHT,Precinct 126,8,20 - 199 BLOCK OF FORRESTER STREET SW,38.825190952564604,-77.01016873036
THEFT/OTHER,EVENING,Precinct 6,2,1200 - 1237 BLOCK OF WISCONSIN AVENUE NW,38.905592592519604,-77.0628335820436
THEFT/OTHER,DAY,Precinct 86,6,209 - 299 BLOCK OF 15TH STREET NE,38.8929876333019,-76.9836546292568
THEFT/OTHER,DAY,Precinct 88,6,1400 - 1499 BLOCK OF A STREET SE,38.8886637411713,-76.9845892551233
THEFT/OTHER,DAY,Precinct 91,6,500 - 503 BLOCK OF 12TH STREET SE,38.8825386514268,-76.9902495355631
THEFT/OTHER,DAY,Precinct 19,5,1 - 99 BLOCK OF N STREET NW,38.907230486523204,-77.0108606585169
THEFT F/AUTO,DAY,Precinct 64,4,100  - 199 BLOCK OF VAN BUREN STREET NW,38.9699731134787,-77.01226650147821
THEFT/OTHER,DAY,Precinct 129,2,500 - 599 BLOCK OF 12TH STREET NW,38.896732879504704,-77.02809291973621
ASSAULT W/DANGEROUS WEAPON,DAY,Precinct 93,7,5130 5299  BLOCK OF SHERIFF ROAD NE,38.9038733708475,-76.9242902380207
THEFT/OTHER,EVENING,Precinct 25,1,1900 - 1999 BLOCK OF KALORAMA ROAD NW,38.9193473129896,-77.045606373908
THEFT F/AUTO,EVENING,Precinct 31,3,5200 - 5223 BLOCK OF WISCONSIN AVENUE NW,38.957521152465404,-77.08407374685441
THEFT F/AUTO,EVENING,Precinct 33,3,3400 - 3499 BLOCK OF YUMA STREET NW,38.946236229460396,-77.066260893286
THEFT F/AUTO,EVENING,Precinct 95,7,900 - 915 BLOCK OF EASTERN AVENUE NE,38.9021327394764,-76.92123702193079
THEFT/OTHER,EVENING,Precinct 74,5,3400 - 3499 BLOCK OF 8TH STREET NE,38.931868656134604,-76.9949829947662
THEFT F/AUTO,EVENING,Precinct 83,6,320 - 399 BLOCK OF L STREET NE,38.903717731143395,-77.0009453610819
THEFT/OTHER,EVENING,Precinct 139,5,2400 BLOCK OF MARKET STREET NE,38.9205357239627,-76.9526631389814
THEFT/OTHER,EVENING,Precinct 82,6,800 - 899 BLOCK OF H STREET NE,38.9001953320331,-76.9943626982624
THEFT F/AUTO,EVENING,Precinct 75,5,1 - 99 BLOCK OF Q STREET NE,38.9111043182981,-77.0078058016532
MOTOR VEHICLE THEFT,EVENING,Precinct 1,6,900 - 999 BLOCK OF 3RD STREET NW,38.9019150775804,-77.01518303764709
THEFT/OTHER,EVENING,Precinct 68,5,1200 - 1299 BLOCK OF RANDOLPH STREET NE,38.938309207265206,-76.9892845542386
THEFT/OTHER,EVENING,Precinct 114,8,1300 - 1399 BLOCK OF GOOD HOPE ROAD SE,38.866944692673705,-76.9860919159508
THEFT F/AUTO,EVENING,Precinct 113,7,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,38.860310329559105,-76.96583791471281
THEFT F/AUTO,EVENING,Precinct 113,7,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,38.860310329559105,-76.96583791471281
THEFT F/AUTO,EVENING,Precinct 22,1,1900 - 1917 BLOCK OF 13TH STREET NW,38.915929289640005,-77.02963407352101
THEFT/OTHER,EVENING,Precinct 27,3,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,38.9348242806608,-77.05808053269729
THEFT/OTHER,EVENING,Precinct 71,5,2700 - 2741 BLOCK OF BLADENSBURG ROAD NE,38.9248011911796,-76.96562250415491
THEFT/OTHER,EVENING,Precinct 111,7,2900 - 2999 BLOCK OF MINNESOTA AVENUE SE,38.876155972610796,-76.9653347821404
THEFT/OTHER,EVENING,Precinct 77,5,812 - 899 BLOCK OF BLADENSBURG ROAD NE,38.90127517740479,-76.98261517432451
THEFT/OTHER,EVENING,Precinct 83,6,400 - 499 BLOCK OF K STREET NE,38.9025106156,-77.0000461143943
THEFT F/AUTO,EVENING,Precinct 5,2,3100 - 3199 BLOCK OF SOUTH STREET NW,38.9034220422212,-77.0619670139239
THEFT F/AUTO,EVENING,Precinct 21,6,900 - 999 BLOCK OF R STREET NW,38.9126063001776,-77.0249860097386
THEFT/OTHER,EVENING,Precinct 91,6,1300 - 1318 BLOCK OF PENNSYLVANIA AVENUE SE,38.8813493421682,-76.98807143913191
THEFT F/AUTO,EVENING,Precinct 18,6,904 - 999 BLOCK OF 6TH STREET NW,38.901986432550004,-77.019921272123
THEFT/OTHER,DAY,Precinct 71,5,2800 - 2899 BLOCK OF BELAIR PLACE NE,38.92708203822961,-76.9721719053518
THEFT F/AUTO,EVENING,Precinct 72,5,2100 - 2299 BLOCK OF ADAMS PLACE NE,38.919569511561605,-76.97396219715459
THEFT/OTHER,EVENING,Precinct 5,2,2900 - 2999 BLOCK OF DUMBARTON STREET NW,38.9076666704915,-77.0586848127236
THEFT F/AUTO,EVENING,Precinct 120,8,1500 1699  BLOCK OF ALABAMA AVENUE SE,38.8465309715677,-76.981557186925
THEFT/OTHER,EVENING,Precinct 15,2,1700 - 1789 BLOCK OF CORCORAN STREET NW,38.9118634655159,-77.03992877351999
THEFT F/AUTO,MIDNIGHT,Precinct 85,6,700 - 799 BLOCK OF A STREET NE,38.8909257759921,-76.99557373699709
THEFT/OTHER,EVENING,Precinct 83,6,600 - 699 BLOCK OF ORLEANS PLACE NE,38.9049608565846,-76.9973137442569
THEFT/OTHER,MIDNIGHT,Precinct 84,6,500 - 517 BLOCK OF 7TH STREET NE,38.8964118936516,-76.99617283248179
THEFT/OTHER,MIDNIGHT,Precinct 129,2,1200 - 1299 BLOCK OF L STREET NW,38.903732187941706,-77.0288565769137
MOTOR VEHICLE THEFT,EVENING,Precinct 90,6,300 - 399 BLOCK OF G STREET SE,38.881268868442,-77.0013138689869
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 19,5,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,38.9076427724206,-77.0090530222517
THEFT/OTHER,MIDNIGHT,Precinct 112,8,1805 - 1911 BLOCK OF 23RD STREET SE,38.8673028602064,-76.9735433955594
THEFT F/AUTO,MIDNIGHT,Precinct 6,2,3600 - 3699 BLOCK OF O STREET NW,38.907686868865795,-77.0709867398401
THEFT F/AUTO,MIDNIGHT,Precinct 74,5,2700 - 2999 BLOCK OF 8TH STREET NE,38.9264997027649,-76.994971840033
THEFT/OTHER,MIDNIGHT,Precinct 67,5,1922 - 1949 BLOCK OF MICHIGAN AVENUE NE,38.9458386327476,-76.9784053463293
THEFT F/AUTO,MIDNIGHT,Precinct 14,2,2100 - 2119 BLOCK OF MASSACHUSETTS AVENUE NW,38.9109329031874,-77.0471805982007
ROBBERY,MIDNIGHT,Precinct 16,2,1700 - 1799 BLOCK OF VERMONT AVENUE NW,38.913191266679,-77.0275459469347
BURGLARY,MIDNIGHT,Precinct 99,7,4200 - 4399 BLOCK OF EADS STREET NE,38.895766420094205,-76.9408984587581
THEFT F/AUTO,EVENING,Precinct 78,5,1700 - 1799 BLOCK OF HOLBROOK STREET NE,38.9074365872703,-76.9806882636162
THEFT F/AUTO,EVENING,Precinct 32,3,4000 - 4099 BLOCK OF CHESAPEAKE STREET NW,38.950723085907704,-77.0795319235699
THEFT F/AUTO,EVENING,Precinct 22,1,2200 - 2299 BLOCK OF 12TH STREET NW,38.91993837753171,-77.0280905296488
THEFT/OTHER,EVENING,Precinct 18,6,700 - 799 BLOCK OF P STREET NW,38.9096430734096,-77.02243689652809
THEFT F/AUTO,MIDNIGHT,Precinct 35,1,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,38.9238622318742,-77.0408811201947
THEFT/OTHER,EVENING,Precinct 91,6,1350 - 1399 BLOCK OF POTOMAC AVENUE SE,38.8798087686474,-76.98678090441979
HOMICIDE,MIDNIGHT,Precinct 81,6,1700 - 1799 BLOCK OF BENNING ROAD NE,38.899247597081704,-76.97841945042771
THEFT F/AUTO,EVENING,Precinct 74,5,2300 BLOCK OF 4TH STREET NE,38.9207525016202,-77.00057657737871
THEFT F/AUTO,EVENING,Precinct 24,1,2300 - 2499 BLOCK OF CHAMPLAIN STREET NW,38.9216100017951,-77.0413065015032
THEFT/OTHER,EVENING,Precinct 129,2,800 - 899 BLOCK OF 7TH STREET NW,38.9003375462289,-77.021915198495
ROBBERY,EVENING,Precinct 76,5,1502 - 1599 BLOCK OF WEST VIRGINIA AVENUE NE,38.9075998190322,-76.9890355204552
THEFT F/AUTO,EVENING,Precinct 142,6,900 - 1199 BLOCK OF 4TH STREET SW,38.877862371248,-77.0176441877483
THEFT F/AUTO,MIDNIGHT,Precinct 141,2,1700 - 1780 BLOCK OF U STREET NW,38.9169982434684,-77.03985093175609
THEFT/OTHER,EVENING,Precinct 131,6,1 - 49 BLOCK OF K STREET SE,38.878403915346205,-77.00826321264859
THEFT F/AUTO,EVENING,Precinct 14,2,1300 - 1318 BLOCK OF 19TH STREET NW,38.9075652318816,-77.043442839486
THEFT F/AUTO,EVENING,Precinct 89,6,200 - 218 BLOCK OF 4TH STREET NE,38.892547365339205,-77.0005763494282
THEFT/OTHER,EVENING,Precinct 129,2,1200 - 1299 BLOCK OF G STREET NW,38.898309157411795,-77.02885438321908
THEFT F/AUTO,EVENING,Precinct 68,5,1220 - 1299 BLOCK OF PERRY STREET NE,38.9361652327176,-76.9892848764587
THEFT F/AUTO,EVENING,Precinct 76,5,1300 - 1399 BLOCK OF OKIE STREET NE,38.9142116212605,-76.986036576557
THEFT/OTHER,EVENING,Precinct 139,5,2400 BLOCK OF MARKET STREET NE,38.9205357239627,-76.9526631389814
ROBBERY,EVENING,Precinct 53,4,5500  - 5599 BLOCK OF 14TH STREET NW,38.9567448640195,-77.03343530064659
THEFT/OTHER,EVENING,Precinct 81,6,1800 - 1869 BLOCK OF BENNING ROAD NE,38.898986081840604,-76.976990053905
THEFT F/AUTO,EVENING,Precinct 18,6,1300 - 1399 BLOCK OF 8TH STREET NW,38.9078953561677,-77.0229436434051
THEFT/OTHER,EVENING,Precinct 127,6,200 - 399 BLOCK OF M STREET SW,38.876457241504895,-77.01641073062459
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 115,8,2300 - 2499 BLOCK OF HARTFORD STREET SE,38.854078192877395,-76.9722234077992
THEFT/OTHER,EVENING,Precinct 83,6,600 - 699 BLOCK OF H STREET NE,38.9001954371661,-76.9973139237093
THEFT F/AUTO,EVENING,Precinct 35,1,2600 - 2699 BLOCK OF MOZART PLACE NW,38.9251784566115,-77.0378834860406
THEFT/OTHER,MIDNIGHT,Precinct 104,7,200 - 219 BLOCK OF 51ST STREET SE,38.8860212399387,-76.92818189649921
ROBBERY,MIDNIGHT,Precinct 83,6,1 - 299 BLOCK OF H STREET NE,38.900204344257396,-77.00555660486859
THEFT/OTHER,MIDNIGHT,Precinct 69,5,3000 - 3133 BLOCK OF RHODE ISLAND AVENUE NE,38.9345299173892,-76.964787381483
THEFT F/AUTO,MIDNIGHT,Precinct 71,5,2100 - 2199 BLOCK OF 24TH PLACE NE,38.9204517683791,-76.9715633231418
BURGLARY,MIDNIGHT,Precinct 114,8,1400 1498  BLOCK OF GOOD HOPE ROAD SE,38.8667012987385,-76.9847553169355
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 76,5,1300 - 1399 BLOCK OF OKIE STREET NE,38.9142116212605,-76.986036576557
